state,City,share_white,share_black,share_native_american,share_asian,share_hispanic
MI,West Monroe,93.7,2.2,0.2,0.3,4.0
MI,Westphalia,98.2,0.1,0.1,0.1,3.0
MI,Westwood,82.1,11.5,0.3,1.8,2.7
MI,White Cloud,83.7,7.0,0.6,0.5,6.5
MI,Whitehall,95.0,1.4,0.6,0.5,2.7
MI,White Pigeon,93.3,0.3,0.9,0.5,5.2
MI,White Pine,94.3,0.2,1.7,0.2,1.3
MI,Whitmore Lake,95.5,1.0,0.5,0.6,2.3
MI,Whittemore,94.8,1.3,0.5,0.0,3.1
MI,Williamston,94.4,0.9,0.5,1.1,3.1
MI,Wixom,79.8,11.1,0.2,4.9,5.1
MI,Wolf Lake,93.8,0.9,1.0,0.1,5.4
MI,Wolverine,94.3,0.0,0.0,0.8,1.2
MI,Wolverine Lake,95.9,0.7,0.4,1.2,2.4
MI,Woodhaven,88.9,5.3,0.3,2.3,5.5
MI,Woodland,96.9,0.2,0.0,0.2,3.8
MI,Woodland Beach,96.4,0.4,0.2,0.0,2.5
MI,Wyandotte,94.7,1.3,0.7,0.5,5.1
MI,Wyoming,75.8,7.2,0.6,2.8,19.4
MI,Yale,96.8,0.6,0.1,0.1,1.3
MI,Ypsilanti,61.5,29.2,0.6,3.4,3.9
MI,Zeba,45.2,0.0,46.9,0.2,1.3
MI,Zeeland,93.8,1.1,0.4,1.3,6.4
MI,Zilwaukee,92.3,3.7,0.5,0.3,7.7
MN,Ada,94.9,0.2,1.1,0.5,5.6
MN,Adams,98.3,0.0,0.0,0.0,1.7
MN,Adrian,95.3,0.4,0.0,1.2,4.1
MN,Afton,93.3,0.7,0.4,4.3,1.7
MN,Aitkin,95.5,0.8,1.5,0.3,1.2
MN,Akeley,94.9,0.2,2.1,0.9,1.2
MN,Albany,97.6,0.2,0.2,0.2,0.9
MN,Alberta,100.0,0.0,0.0,0.0,0.0
MN,Albert Lea,90.0,1.1,0.3,1.1,13.2
MN,Albertville,91.6,2.5,0.3,3.0,2.8
MN,Alden,96.7,0.0,0.5,0.0,3.9
MN,Aldrich,100.0,0.0,0.0,0.0,0.0
MN,Alexandria,96.3,0.8,0.4,0.7,1.5
MN,Alpha,94.0,0.0,0.0,2.6,0.9
MN,Altura,96.6,0.4,0.0,0.0,10.3
MN,Alvarado,88.2,0.3,0.3,0.3,16.3
MN,Amboy,96.8,1.3,0.2,0.4,5.1
MN,Andover,93.2,1.7,0.3,2.2,2.0
MN,Angle Inlet,100.0,0.0,0.0,0.0,0.0
MN,Annandale,96.3,0.5,0.2,0.3,3.1
MN,Anoka,88.0,4.7,1.0,1.8,4.2
MN,Appleton,92.8,1.3,1.1,0.5,4.2
MN,Apple Valley,83.8,5.5,0.4,5.3,4.9
MN,Arco,92.0,0.0,0.0,0.0,0.0
MN,Arden Hills,90.3,1.7,0.2,4.9,2.8
MN,Argyle,96.7,0.0,0.3,0.0,2.7
MN,Arlington,94.1,0.1,0.1,0.7,9.4
MN,Arnold,96.4,0.6,1.0,0.4,0.7
MN,Ashby,95.3,1.8,0.0,0.4,1.1
MN,Askov,97.3,0.0,0.3,0.3,1.4
MN,Atwater,97.2,0.1,0.1,0.3,4.0
MN,Audubon,93.4,1.7,2.1,0.2,0.0
MN,Aurora,98.2,0.2,0.5,0.1,0.5
MN,Austin,86.8,3.0,0.3,2.4,15.4
MN,Avoca,93.2,0.0,0.0,0.0,5.4
MN,Avon,97.9,0.3,0.4,0.6,0.9
MN,Babbitt,98.1,0.0,0.3,0.2,0.1
MN,Backus,94.8,0.0,0.8,0.0,0.8
MN,Badger,93.1,0.3,1.1,2.1,1.1
MN,Bagley,84.1,0.6,11.2,0.4,2.4
MN,Baker,100.0,0.0,0.0,0.0,0.0
MN,Balaton,97.2,0.5,0.5,0.0,1.7
MN,Ball Club,16.7,0.0,80.1,0.0,2.0
MN,Barnesville,98.3,0.2,0.2,0.2,0.7
MN,Barnum,92.0,0.3,2.4,0.2,0.8
MN,Barrett,100.0,0.0,0.0,0.0,0.5
MN,Barry,100.0,0.0,0.0,0.0,0.0
MN,Battle Lake,97.7,0.3,0.5,0.3,0.2
MN,Baudette,94.4,0.1,0.7,0.8,1.8
MN,Baxter,96.5,0.5,0.5,0.9,1.1
MN,Bayport,73.2,19.1,4.8,1.5,4.1
MN,Beardsley,99.6,0.0,0.4,0.0,0.0
MN,Beaulieu,54.2,0.0,25.0,0.0,6.3
MN,Beaver Bay,91.7,1.1,1.7,0.0,0.0
MN,Beaver Creek,97.0,1.0,0.3,0.0,1.3
MN,Becker,96.6,0.5,0.2,0.9,1.7
MN,Bejou,76.4,0.0,18.0,1.1,0.0
MN,Belgrade,97.0,0.3,0.5,0.4,0.9
MN,Bellechester,90.9,0.0,0.0,0.0,10.3
MN,Belle Plaine,94.2,1.1,0.2,1.4,2.1
MN,Bellingham,100.0,0.0,0.0,0.0,1.2
MN,Beltrami,100.0,0.0,0.0,0.0,0.0
MN,Belview,98.2,0.0,0.0,0.5,0.3
MN,Bemidji,81.3,1.2,11.3,1.4,1.9
MN,Bena,19.8,0.0,69.0,0.0,0.9
MN,Benson,97.2,0.5,0.4,0.2,2.6
MN,Bertha,99.2,0.2,0.0,0.0,0.2
MN,Bethel,95.3,0.9,0.0,0.4,2.1
MN,Bigelow,87.7,0.0,0.4,0.0,20.0
MN,Big Falls,97.0,0.0,1.7,0.0,1.7
MN,Bigfork,97.1,0.7,1.1,0.4,0.4
MN,Big Lake,63.2,0.2,32.3,0.0,2.0
MN,Big Lake,92.4,1.7,0.4,1.2,3.7
MN,Bingham Lake,96.0,0.0,0.0,0.8,0.0
MN,Birchwood Village,97.8,0.6,0.0,0.7,1.5
MN,Bird Island,97.2,0.4,0.0,0.2,3.2
MN,Biscay,90.3,0.0,0.0,0.9,8.8
MN,Biwabik,97.8,0.1,0.7,0.3,0.9
MN,Blackduck,89.4,0.4,4.6,0.5,2.0
MN,Blaine,84.0,3.7,0.5,7.8,3.2
MN,Blomkest,95.5,0.0,0.0,0.6,6.4
MN,Blooming Prairie,97.1,0.4,0.3,0.4,6.3
MN,Bloomington,79.7,7.2,0.4,5.9,6.8
MN,Blue Earth,96.0,0.1,0.6,0.2,6.9
MN,Bluffton,96.1,0.0,0.5,0.5,1.4
MN,Bock,96.2,0.0,0.0,1.9,1.9
MN,Borup,97.3,0.0,1.8,0.0,5.5
MN,Bovey,93.8,0.2,2.4,0.4,2.4
MN,Bowlus,98.3,0.3,0.3,0.0,0.0
MN,Boyd,94.9,0.0,0.0,0.6,4.6
MN,Boy River,100.0,0.0,0.0,0.0,0.0
MN,Braham,96.7,0.5,0.2,0.4,1.1
MN,Brainerd,93.5,1.2,1.6,0.3,1.8
MN,Brandon,99.2,0.2,0.6,0.0,2.2
MN,Breckenridge,96.3,0.2,1.4,0.4,2.5
MN,Breezy Point,98.7,0.3,0.3,0.2,0.3
MN,Brewster,95.3,0.2,1.3,0.0,5.3
MN,Bricelyn,92.6,2.5,1.4,0.8,9.6
MN,Brooklyn Center,49.1,25.9,0.8,14.3,9.6
MN,Brooklyn Park,52.2,24.4,0.5,15.4,6.4
MN,Brook Park,99.3,0.7,0.0,0.0,0.0
MN,Brooks,96.5,0.0,0.7,1.4,0.7
MN,Brookston,74.5,7.1,14.9,0.0,0.0
MN,Brooten,98.7,0.3,0.1,0.1,2.6
MN,Browerville,95.3,0.6,0.4,0.5,3.8
MN,Brownsdale,98.1,0.1,0.0,0.0,5.5
MN,Browns Valley,75.2,0.0,21.4,0.5,2.7
MN,Brownsville,99.1,0.0,0.0,0.0,0.9
MN,Brownton,97.0,0.1,0.3,0.8,7.0
MN,Bruno,92.2,1.0,4.9,0.0,0.0
MN,Buckman,98.9,1.1,0.0,0.0,2.6
MN,Buffalo,95.1,0.8,0.5,0.9,2.8
MN,Buffalo Lake,93.2,0.3,0.3,0.8,8.3
MN,Buhl,93.7,1.7,2.1,0.4,0.3
MN,Burnsville,77.5,10.0,0.4,5.0,7.9
MN,Burtrum,98.6,0.0,0.0,0.0,1.4
MN,Butterfield,72.7,0.9,0.2,7.3,25.6
MN,Byron,96.2,0.7,0.1,1.0,1.8
MN,Caledonia,96.8,1.3,0.3,0.7,0.6
MN,Callaway,50.9,0.9,35.9,0.0,1.7
MN,Calumet,95.9,0.3,2.2,0.0,1.6
MN,Cambridge,94.5,1.0,0.5,1.4,1.7
MN,Campbell,98.7,0.6,0.6,0.0,3.2
MN,Canby,97.9,0.3,0.1,0.3,2.4
MN,Cannon Falls,96.3,0.4,0.5,0.5,2.2
MN,Canton,99.7,0.0,0.0,0.0,0.6
MN,Carlos,99.0,0.8,0.0,0.0,0.4
MN,Carlton,92.0,0.5,4.3,0.3,1.5
MN,Carver,89.8,1.0,0.2,6.3,2.0
MN,Cass Lake,24.3,0.3,67.9,0.8,2.2
MN,Cedar Mills,93.3,0.0,0.0,2.2,0.0
MN,Center City,97.8,0.5,0.6,0.3,1.1
MN,Centerville,94.3,0.3,0.4,2.7,1.6
MN,Ceylon,97.0,0.0,0.3,0.0,4.9
MN,Champlin,89.0,4.8,0.4,3.1,2.0
MN,Chandler,88.9,0.7,0.0,0.0,22.6
MN,Chanhassen,92.5,1.1,0.1,3.9,2.3
MN,Chaska,88.1,2.5,0.4,3.7,8.5
MN,Chatfield,98.1,0.0,0.1,0.3,1.7
MN,Chickamaw Beach,100.0,0.0,0.0,0.0,1.8
MN,Chisago City,96.7,0.6,0.5,0.6,1.7
MN,Chisholm,95.5,0.8,1.1,0.3,1.4
MN,Chokio,99.0,0.0,0.0,0.3,0.5
MN,Circle Pines,92.0,1.8,0.4,3.2,2.0
MN,Clara City,96.9,0.5,0.1,0.1,3.8
MN,Claremont,93.1,0.2,0.0,0.4,15.0
MN,Clarissa,98.2,0.4,0.0,0.1,0.7
MN,Clarkfield,95.6,0.2,0.7,0.1,5.0
MN,Clarks Grove,93.9,0.6,0.4,0.4,6.8
MN,Clearbrook,94.6,0.0,3.9,0.0,0.8
MN,Clear Lake,98.3,0.0,0.4,0.2,0.2
MN,Clearwater,96.3,1.3,0.5,0.3,3.2
MN,Clements,92.2,0.0,0.0,5.2,4.6
MN,Cleveland,98.7,0.0,0.0,0.1,1.5
MN,Climax,94.4,1.9,0.7,0.0,6.7
MN,Clinton,99.6,0.0,0.0,0.0,1.3
MN,Clitherall,98.2,0.9,0.0,0.0,0.0
MN,Clontarf,99.4,0.0,0.0,0.6,2.4
MN,Cloquet,84.4,0.4,10.8,0.5,1.3
MN,Coates,96.3,0.0,0.0,2.5,2.5
MN,Cobden,91.7,0.0,2.8,0.0,11.1
MN,Cohasset,94.9,0.1,2.0,0.4,0.6
MN,Cokato,95.0,0.3,0.5,0.5,4.3
MN,Cold Spring,94.2,0.2,0.2,0.2,7.1
MN,Coleraine,95.4,0.4,1.5,0.2,1.4
MN,Cologne,94.9,0.9,0.0,1.2,3.2
MN,Columbia Heights,69.7,13.5,1.5,4.8,11.9
MN,Columbus,93.6,0.7,0.6,3.6,1.6
MN,Comfrey,97.1,0.3,0.0,0.0,1.6
MN,Comstock,100.0,0.0,0.0,0.0,0.0
MN,Conger,97.3,0.0,0.0,0.7,0.0
MN,Cook,92.0,0.2,4.9,0.0,0.9
MN,Coon Rapids,86.0,5.5,0.7,3.5,3.2
MN,Corcoran,92.8,0.4,0.5,3.4,2.8
MN,Correll,94.1,2.9,2.9,0.0,2.9
MN,Cosmos,97.5,0.2,0.2,0.0,1.7
MN,Cottage Grove,86.5,3.9,0.5,5.3,4.8
MN,Cottonwood,95.8,0.3,0.5,0.1,4.7
MN,Courtland,99.0,0.2,0.0,0.7,0.7
MN,Cromwell,97.4,0.0,0.4,0.0,0.9
MN,Crookston,90.2,1.4,1.7,1.6,11.0
MN,Crosby,96.3,0.4,1.1,0.6,1.3
MN,Crosslake,98.5,0.3,0.3,0.1,0.2
MN,Crystal,78.1,10.5,0.7,3.9,6.5
MN,Currie,100.0,0.0,0.0,0.0,1.7
MN,Cuyuna,97.6,1.5,0.0,0.3,0.0
MN,Cyrus,95.8,0.7,0.3,0.0,0.0
MN,Dakota,99.4,0.0,0.0,0.0,0.0
MN,Dalton,98.8,0.0,0.0,0.4,0.8
MN,Danube,97.4,1.2,0.0,0.2,6.7
MN,Danvers,97.9,0.0,0.0,0.0,1.0
MN,Darfur,94.4,0.0,0.0,0.0,9.3
MN,Darwin,96.9,0.3,0.0,0.3,3.4
MN,Dassel,95.4,0.3,1.0,0.8,2.0
MN,Dawson,97.4,0.4,0.4,0.0,2.3
MN,Dayton,93.7,0.5,0.2,2.0,8.8
MN,Deephaven,97.6,0.4,0.1,0.9,1.1
MN,Deer Creek,98.4,0.0,0.9,0.0,0.6
MN,Deer River,83.8,0.1,11.5,0.0,0.3
MN,Deerwood,94.9,0.9,1.7,0.2,1.5
MN,De Graff,94.8,4.3,0.0,0.0,0.0
MN,Delano,96.0,0.4,0.3,1.0,1.4
MN,Delavan,96.6,0.0,0.0,0.0,1.1
MN,Delhi,98.6,0.0,0.0,0.0,0.0
MN,Dellwood,96.7,0.4,0.1,1.7,2.0
MN,Denham,91.4,0.0,0.0,0.0,0.0
MN,Dennison,92.5,4.7,0.0,0.0,1.4
MN,Dent,95.3,0.0,1.0,0.0,1.0
MN,Detroit Lakes,90.6,0.7,4.4,0.8,1.6
MN,Dexter,95.9,0.6,0.9,0.3,1.8
MN,Dilworth,93.3,0.5,2.1,0.8,5.7
MN,Dodge Center,93.0,0.4,0.4,0.7,9.7
MN,Donaldson,100.0,0.0,0.0,0.0,0.0
MN,Donnelly,100.0,0.0,0.0,0.0,0.0
MN,Doran,100.0,0.0,0.0,0.0,0.0
MN,Dover,95.6,0.0,0.0,0.4,4.2
MN,Dovray,98.2,0.0,0.0,0.0,1.8
MN,Duluth,90.4,2.3,2.5,1.5,1.5
MN,Dumont,99.0,0.0,0.0,0.0,3.0
MN,Dundas,93.9,0.7,0.3,1.6,4.6
MN,Dundee,100.0,0.0,0.0,0.0,0.0
MN,Dunnell,98.2,0.0,1.8,0.0,1.8
MN,Eagan,81.5,5.6,0.3,7.9,4.5
MN,Eagle Bend,97.2,0.2,0.2,0.6,1.3
MN,Eagle Lake,95.5,1.4,0.3,0.8,2.8
MN,East Bethel,95.9,0.4,0.5,1.6,1.0
MN,East Grand Forks,91.1,1.3,1.8,0.6,6.5
MN,East Gull Lake,98.6,0.0,0.2,0.5,1.8
MN,Easton,97.5,0.0,0.5,0.0,4.0
MN,Ebro,35.9,0.0,51.6,0.0,6.3
MN,Echo,91.7,0.0,1.4,1.4,5.8
MN,Eden Prairie,81.7,5.6,0.2,9.2,3.0
MN,Eden Valley,96.2,0.4,0.6,0.1,3.2
MN,Edgerton,95.3,0.3,0.0,0.8,3.6
MN,Edina,88.1,3.0,0.2,6.1,2.3
MN,Effie,95.9,0.8,0.0,1.6,0.0
MN,Eitzen,100.0,0.0,0.0,0.0,0.0
MN,Elba,98.7,0.0,0.0,0.0,3.3
MN,Elbow Lake,28.4,0.0,56.8,0.0,0.0
MN,Elbow Lake,97.4,0.2,0.3,0.2,1.2
MN,Elgin,97.9,0.5,0.1,0.5,2.0
MN,Elizabeth,93.6,2.9,1.7,0.6,0.0
MN,Elko New Market,92.5,1.6,0.3,3.1,2.3
MN,Elk River,93.4,1.9,0.4,1.7,3.1
MN,Elkton,93.6,0.0,0.0,0.0,1.4
MN,Ellendale,98.6,0.0,0.3,0.1,2.5
MN,Ellsworth,97.6,0.4,0.4,0.0,3.0
MN,Elmdale,100.0,0.0,0.0,0.0,0.9
MN,Elmore,92.2,2.7,1.7,0.2,13.1
MN,Elrosa,98.6,0.0,0.0,0.0,0.0
MN,Ely,95.9,1.0,0.8,0.7,1.1
MN,Elysian,96.6,0.5,0.0,0.2,0.9
MN,Emily,97.4,0.2,0.2,0.0,0.9
MN,Emmons,96.4,0.0,0.3,0.0,4.6
MN,Erhard,98.0,0.0,2.0,0.0,0.0
MN,Erskine,94.8,0.4,2.2,0.2,2.0
MN,Esko,97.1,0.1,0.5,0.7,0.7
MN,Evan,90.7,0.0,0.0,0.0,8.1
MN,Evansville,97.9,0.2,0.8,0.5,0.8
MN,Eveleth,95.0,0.5,1.8,0.3,0.9
MN,Excelsior,90.4,2.7,0.6,1.5,5.9
MN,Eyota,98.9,0.2,0.1,0.2,0.7
MN,Fairfax,92.6,0.0,0.2,0.2,11.3
MN,Fairhaven,99.2,0.0,0.0,0.0,0.8
MN,Fairmont,95.6,0.5,0.3,0.7,5.3
MN,Falcon Heights,73.3,8.0,0.5,15.0,3.0
MN,Faribault,82.6,7.6,0.9,2.1,13.0
MN,Farmington,89.8,2.1,0.5,3.6,3.6
MN,Farwell,100.0,0.0,0.0,0.0,0.0
MN,Federal Dam,56.4,0.0,23.6,0.0,0.0
MN,Felton,98.9,0.0,0.0,1.1,2.8
MN,Fergus Falls,95.5,1.1,0.8,0.7,1.6
MN,Fertile,97.1,0.4,0.5,0.4,1.3
MN,Fifty Lakes,99.2,0.0,0.0,0.0,0.8
MN,Finland,99.0,0.0,0.5,0.0,0.0
MN,Finlayson,97.5,1.0,0.6,0.0,1.3
MN,Fisher,97.9,0.2,0.9,0.0,4.6
MN,Fish Lake,100.0,0.0,0.0,0.0,2.0
MN,Flensburg,97.3,0.0,0.4,0.4,0.0
MN,Floodwood,93.9,0.8,0.6,0.0,1.1
MN,Florence,74.4,0.0,0.0,0.0,23.1
MN,Foley,97.7,0.8,0.3,0.1,0.8
MN,Forada,97.8,0.0,0.0,0.5,1.1
MN,Forest Lake,94.7,1.1,0.4,1.5,2.3
MN,Foreston,96.2,0.0,1.1,0.8,1.7
MN,Fort Ripley,97.1,0.0,1.4,1.4,0.0
MN,Fosston,94.0,0.0,2.9,0.4,2.2
MN,Fountain,98.0,0.0,0.2,0.5,2.0
MN,Foxhome,97.4,0.0,0.9,0.0,0.0
MN,Franklin,93.1,0.2,1.4,1.6,1.8
MN,Frazee,88.1,1.6,5.1,0.6,2.4
MN,Freeborn,98.3,0.0,0.0,0.0,3.7
MN,Freeport,97.0,0.0,0.3,0.2,4.6
MN,Fridley,75.2,11.1,1.2,4.9,7.3
MN,Frontenac,96.1,0.0,0.0,0.7,1.4
MN,Frost,97.0,0.5,0.5,0.0,1.0
MN,Fulda,91.7,0.8,0.2,4.2,3.3
MN,Funkley,80.0,0.0,0.0,0.0,0.0
MN,Garden City,100.0,0.0,0.0,0.0,1.6
MN,Garfield,96.3,0.3,0.0,0.0,0.8
MN,Garrison,96.7,0.0,0.5,0.0,1.4
MN,Garvin,97.0,0.0,0.0,0.0,0.0
MN,Gary,95.8,2.3,0.5,0.5,0.5
MN,Gaylord,87.6,0.2,0.1,1.2,23.0
MN,Gem Lake,93.1,0.0,0.0,5.1,2.5
MN,Geneva,98.6,0.0,0.0,0.2,1.1
MN,Genola,100.0,0.0,0.0,0.0,0.0
MN,Georgetown,95.3,0.0,2.3,0.0,3.9
MN,Ghent,97.6,1.4,0.0,0.3,0.0
MN,Gibbon,95.5,1.3,0.0,0.3,3.4
MN,Gilbert,96.8,0.2,1.0,0.2,0.8
MN,Gilman,100.0,0.0,0.0,0.0,0.0
MN,Glencoe,92.0,0.6,0.6,0.8,14.8
MN,Glenville,98.0,0.0,0.0,0.8,2.3
MN,Glenwood,97.2,0.8,0.3,0.4,1.3
MN,Glyndon,92.3,1.2,2.8,0.0,6.0
MN,Golden Valley,85.4,7.1,0.4,3.5,2.6
MN,Gonvick,94.0,0.4,4.6,0.0,1.4
MN,Goodhue,89.9,0.3,0.9,0.2,12.8
MN,Goodridge,97.0,0.8,0.8,0.0,4.5
MN,Good Thunder,98.1,1.4,0.2,0.0,1.0
MN,Goodview,96.0,0.8,0.2,1.8,2.1
MN,Graceville,99.8,0.0,0.0,0.2,0.7
MN,Granada,98.7,0.3,0.0,0.0,0.7
MN,Grand Marais,93.4,0.4,2.4,0.5,1.6
MN,Grand Meadow,96.7,1.4,0.1,0.5,2.2
MN,Grand Rapids,94.6,0.6,1.9,0.6,1.2
MN,Granite Falls,89.9,0.6,5.2,0.4,4.7
MN,Grant,96.7,0.2,0.3,1.8,1.8
MN,Grasston,98.1,0.6,0.0,0.0,1.3
MN,Greenbush,97.6,0.6,1.0,0.1,1.5
MN,Greenfield,96.1,0.4,0.3,1.3,1.5
MN,Green Isle,98.2,0.4,0.2,0.0,3.0
MN,Greenwald,100.0,0.0,0.0,0.0,0.9
MN,Greenwood,95.3,0.6,0.3,1.9,2.0
MN,Grey Eagle,99.4,0.0,0.0,0.6,0.9
MN,Grove City,97.0,0.9,0.2,0.3,2.8
MN,Grygla,99.1,0.0,0.5,0.0,0.0
MN,Gully,100.0,0.0,0.0,0.0,0.0
MN,Hackensack,95.8,0.0,1.0,0.0,0.3
MN,Hadley,100.0,0.0,0.0,0.0,0.0
MN,Hallock,98.7,0.1,0.0,0.6,2.8
MN,Halma,95.1,0.0,0.0,0.0,0.0
MN,Halstad,94.0,0.2,2.8,0.0,4.7
MN,Hamburg,94.9,0.0,0.2,0.2,7.0
MN,Ham Lake,94.4,0.7,0.4,2.5,2.2
MN,Hammond,97.0,0.0,0.0,0.0,5.3
MN,Hampton,95.6,1.0,0.3,0.6,2.3
MN,Hancock,97.8,0.0,0.5,0.1,3.7
MN,Hanley Falls,92.8,0.3,1.3,0.0,28.9
MN,Hanover,96.0,0.6,0.2,1.5,1.7
MN,Hanska,99.5,0.2,0.0,0.2,0.5
MN,Harding,100.0,0.0,0.0,0.0,0.0
MN,Hardwick,98.0,0.0,2.0,0.0,1.5
MN,Harmony,98.1,0.3,0.2,0.2,1.0
MN,Harris,97.3,0.9,0.9,0.1,1.6
MN,Hartland,97.8,0.0,0.0,0.0,2.2
MN,Hastings,94.1,1.6,0.5,0.9,2.6
MN,Hatfield,100.0,0.0,0.0,0.0,0.0
MN,Hawley,96.3,0.3,1.0,0.7,0.9
MN,Hayfield,95.4,0.4,0.5,0.1,5.5
MN,Hayward,98.0,0.0,0.0,1.6,2.0
MN,Hazel Run,92.1,0.0,1.6,0.0,3.2
MN,Hector,96.9,0.0,0.0,0.6,5.7
MN,Heidelberg,100.0,0.0,0.0,0.0,1.6
MN,Henderson,97.5,0.0,0.0,0.2,2.5
MN,Hendricks,99.3,0.1,0.3,0.0,1.1
MN,Hendrum,94.8,0.0,0.7,0.0,8.1
MN,Henning,97.0,0.2,0.1,1.2,0.7
MN,Henriette,90.1,0.0,0.0,1.4,4.2
MN,Herman,98.4,0.5,0.0,0.2,0.5
MN,Hermantown,93.1,2.4,1.2,1.2,2.2
MN,Heron Lake,92.1,1.9,1.3,0.3,12.0
MN,Hewitt,100.0,0.0,0.0,0.0,1.1
MN,Hibbing,95.9,0.6,0.9,0.4,1.1
MN,Hill City,94.5,0.2,2.5,0.0,2.2
MN,Hillman,100.0,0.0,0.0,0.0,0.0
MN,Hills,98.0,0.4,0.0,0.1,1.0
MN,Hilltop,71.0,11.3,1.6,2.7,16.9
MN,Hinckley,82.4,1.1,10.3,0.8,3.5
MN,Hitterdal,96.5,1.5,0.0,0.5,1.0
MN,Hoffman,95.7,0.1,0.4,0.6,3.1
MN,Hokah,96.6,0.2,0.7,0.0,1.4
MN,Holdingford,98.6,0.0,0.0,0.1,0.7
MN,Holland,95.2,0.0,0.0,0.5,5.9
MN,Hollandale,96.4,0.0,0.0,0.0,9.6
MN,Holloway,100.0,0.0,0.0,0.0,0.0
MN,Holt,93.2,1.1,4.5,0.0,1.1
MN,Homer,97.2,2.2,0.6,0.0,0.6
MN,Hopkins,70.4,13.5,0.6,8.5,7.9
MN,Houston,99.5,0.0,0.4,0.0,0.1
MN,Howard Lake,96.5,0.6,0.3,0.2,4.7
MN,Hoyt Lakes,98.2,0.0,0.5,0.0,0.3
MN,Hugo,92.9,0.8,0.3,3.5,2.4
MN,Humboldt,91.1,0.0,0.0,0.0,13.3
MN,Hutchinson,95.4,0.9,0.3,1.1,3.8
MN,Ihlen,95.2,0.0,0.0,0.0,4.8
MN,Independence,97.1,0.3,0.3,1.1,1.3
MN,Inger,8.0,0.0,91.0,0.0,0.0
MN,International Falls,93.3,1.0,2.5,0.2,1.1
MN,Inver Grove Heights,85.7,3.8,0.4,3.4,8.9
MN,Iona,100.0,0.0,0.0,0.0,0.0
MN,Iron Junction,96.5,0.0,0.0,0.0,2.3
MN,Ironton,95.8,0.0,1.0,0.3,1.2
MN,Isanti,94.7,1.1,0.5,0.7,2.8
MN,Isle,73.8,0.0,22.6,0.1,3.1
MN,Ivanhoe,99.8,0.0,0.0,0.0,0.4
MN,Jackson,93.3,0.5,0.4,3.4,1.8
MN,Janesville,98.0,0.4,0.3,0.2,1.3
MN,Jasper,92.3,1.4,0.5,0.0,5.1
MN,Jeffers,90.0,0.0,0.5,0.3,7.0
MN,Jenkins,99.3,0.0,0.5,0.0,3.0
MN,Johnson,100.0,0.0,0.0,0.0,3.4
MN,Jordan,92.4,0.6,0.8,1.3,6.5
MN,Kandiyohi,92.5,0.0,0.4,0.4,5.7
MN,Karlstad,99.1,0.3,0.1,0.3,0.4
MN,Kasota,94.7,1.2,0.6,0.7,2.2
MN,Kasson,96.0,0.4,0.3,0.5,4.2
MN,Keewatin,95.8,0.5,1.3,0.2,0.3
MN,Kelliher,92.7,0.0,5.3,0.4,1.9
MN,Kellogg,99.1,0.0,0.0,0.7,0.2
MN,Kennedy,98.4,0.0,0.0,1.0,4.1
MN,Kenneth,100.0,0.0,0.0,0.0,0.0
MN,Kensington,96.9,0.3,1.0,0.0,2.7
MN,Kent,100.0,0.0,0.0,0.0,0.0
MN,Kenyon,94.9,0.2,0.2,0.2,8.7
MN,Kerkhoven,97.1,0.0,0.3,0.0,12.3
MN,Kerrick,95.4,0.0,3.1,0.0,0.0
MN,Kettle River,92.2,0.0,1.7,0.0,0.6
MN,Kiester,97.2,0.0,0.0,0.4,4.2
MN,Kilkenny,99.3,0.0,0.0,0.0,0.7
MN,Kimball,96.9,0.5,0.1,0.3,1.0
MN,Kinbrae,100.0,0.0,0.0,0.0,0.0
MN,Kingston,96.9,0.0,0.6,0.6,1.9
MN,Kinney,97.6,0.0,1.2,0.0,0.0
MN,La Crescent,96.5,0.8,0.1,0.6,1.1
MN,Lafayette,97.8,0.0,0.2,0.2,2.4
MN,Lake Benton,98.7,0.1,0.0,0.0,0.3
MN,Lake Bronson,99.1,0.0,0.0,0.0,0.0
MN,Lake City,95.3,0.5,0.3,0.8,3.2
MN,Lake Crystal,97.3,0.8,0.2,0.7,1.3
MN,Lake Elmo,92.3,0.8,0.3,3.3,3.5
MN,Lakefield,98.0,0.8,0.0,0.1,2.2
MN,Lake George,95.2,0.0,1.3,1.3,3.0
MN,Lake Henry,100.0,0.0,0.0,0.0,0.0
MN,Lakeland,97.2,0.3,0.2,1.1,1.2
MN,Lakeland Shores,99.0,0.0,0.0,0.3,1.3
MN,Lake Lillian,98.3,0.4,0.0,0.4,2.1
MN,Lake Park,96.3,0.1,1.9,0.3,0.8
MN,Lake St. Croix Beach,95.2,0.2,0.3,1.0,2.7
MN,Lake Shore,99.0,0.3,0.1,0.1,0.9
MN,Lakeville,89.3,2.5,0.4,4.1,3.5
MN,Lake Wilson,99.6,0.0,0.0,0.4,2.0
MN,Lamberton,96.7,0.0,0.2,1.6,1.9
MN,Lancaster,98.8,0.0,0.0,0.6,1.5
MN,Landfall,69.5,2.2,3.2,3.8,25.8
MN,Lanesboro,97.7,0.3,0.1,0.0,0.9
MN,Lansing,99.4,0.0,0.0,0.6,3.3
MN,Laporte,87.4,0.9,4.5,0.0,0.9
MN,La Prairie,91.6,0.6,2.9,0.0,0.9
MN,La Salle,93.1,1.1,1.1,0.0,4.6
MN,Lastrup,100.0,0.0,0.0,0.0,0.0
