state,City,share_white,share_black,share_native_american,share_asian,share_hispanic
MN,Lauderdale,71.1,5.3,0.3,19.3,3.4
MN,Le Center,89.2,0.2,0.2,1.4,21.0
MN,Lengby,95.3,0.0,2.3,0.0,5.8
MN,Leonard,100.0,0.0,0.0,0.0,0.0
MN,Leonidas,96.2,0.0,1.9,0.0,0.0
MN,Leota,96.7,0.0,1.9,0.0,1.9
MN,Le Roy,99.2,0.0,0.1,0.1,0.5
MN,Lester Prairie,93.9,0.2,0.2,1.1,9.3
MN,Le Sueur,90.6,0.8,0.3,0.8,11.9
MN,Lewiston,97.0,1.2,0.1,0.7,1.3
MN,Lewisville,94.4,1.6,0.4,1.2,13.2
MN,Lexington,87.8,2.7,1.1,3.0,5.7
MN,Lilydale,95.5,1.3,0.0,2.2,0.8
MN,Lindstrom,97.0,0.4,0.2,0.6,1.2
MN,Lino Lakes,90.9,2.7,0.7,3.7,1.8
MN,Lismore,96.0,4.0,0.0,0.0,0.9
MN,Litchfield,95.8,0.5,0.1,0.1,7.2
MN,Little Canada,74.6,6.6,0.5,13.1,5.8
MN,Little Falls,96.1,0.8,0.4,0.5,1.4
MN,Littlefork,99.1,0.2,0.3,0.0,0.6
MN,Little Rock,0.4,0.0,98.5,0.0,1.7
MN,Long Beach,98.5,0.0,0.0,0.0,0.3
MN,Long Lake,93.2,1.3,0.3,1.2,4.0
MN,Long Prairie,81.8,1.0,0.6,0.6,29.9
MN,Longville,100.0,0.0,0.0,0.0,0.0
MN,Lonsdale,96.5,0.4,0.3,0.8,1.7
MN,Loretto,98.6,0.3,0.0,0.0,1.2
MN,Louisburg,93.6,0.0,0.0,4.3,2.1
MN,Lowry,98.0,0.0,0.0,0.0,0.3
MN,Lucan,99.5,0.0,0.5,0.0,0.5
MN,Lutsen,94.2,0.5,2.1,1.1,0.5
MN,Luverne,96.3,0.8,0.2,0.6,2.7
MN,Lyle,98.2,0.0,0.2,0.0,0.7
MN,Lynd,83.0,2.0,0.9,0.9,19.0
MN,Mabel,99.0,0.0,0.1,0.1,0.6
MN,McGrath,96.3,0.0,1.3,0.0,0.0
MN,McGregor,95.1,0.3,4.1,0.0,0.5
MN,McIntosh,95.8,0.0,1.3,0.2,1.8
MN,McKinley,93.8,0.0,0.0,0.0,6.3
MN,Madelia,84.0,1.7,0.1,0.3,26.8
MN,Madison,96.6,0.1,0.6,0.9,1.5
MN,Madison Lake,96.7,0.5,0.6,0.5,2.0
MN,Magnolia,81.5,1.4,4.5,8.6,2.3
MN,Mahnomen,59.3,0.2,31.2,0.1,1.8
MN,Mahnomen,13.0,0.0,81.6,0.0,2.9
MN,Mahtomedi,94.2,2.3,0.2,1.2,1.3
MN,Mahtowa,98.1,0.0,0.5,0.3,0.0
MN,Manchester,100.0,0.0,0.0,0.0,1.8
MN,Manhattan Beach,98.2,0.0,1.8,0.0,1.8
MN,Mankato,89.9,4.0,0.3,2.8,2.9
MN,Mantorville,97.6,0.2,0.4,0.1,2.8
MN,Maple Grove,86.4,4.2,0.3,6.2,2.5
MN,Maple Lake,97.2,0.7,0.2,0.3,0.9
MN,Maple Plain,94.2,2.0,0.3,0.6,4.8
MN,Mapleton,97.4,0.8,0.1,0.5,1.9
MN,Mapleview,90.3,0.0,0.0,1.7,14.2
MN,Maplewood,75.5,8.2,0.5,10.4,6.2
MN,Marble,93.4,0.6,3.1,0.4,0.3
MN,Marietta,98.8,0.0,0.0,0.0,0.0
MN,Marine on St. Croix,98.7,0.1,0.0,0.4,0.6
MN,Marshall,86.8,4.0,0.6,3.0,7.8
MN,Martin Lake,97.1,0.8,0.3,0.4,1.8
MN,Mayer,95.2,1.1,0.1,1.7,1.3
MN,Maynard,92.6,1.1,0.3,1.1,5.5
MN,Mazeppa,96.3,1.2,0.6,0.6,1.2
MN,Meadowlands,94.0,3.7,0.7,0.0,0.0
MN,Medford,96.3,0.9,0.1,0.6,5.2
MN,Medicine Lake,89.8,4.3,1.3,2.2,1.3
MN,Medina,94.0,1.0,0.1,3.2,1.2
MN,Meire Grove,98.9,0.0,0.0,1.1,0.0
MN,Melrose,86.1,0.9,0.2,0.6,22.1
MN,Menahga,97.8,0.5,0.6,0.2,1.1
MN,Mendota,91.4,1.5,1.5,2.0,3.5
MN,Mendota Heights,93.8,1.5,0.2,2.2,2.9
MN,Mentor,96.7,0.0,1.3,0.0,2.0
MN,Merrifield,97.9,0.0,0.7,0.7,1.4
MN,Middle River,96.7,1.0,1.3,0.3,1.0
MN,Midway,26.9,0.0,73.1,0.0,19.2
MN,Miesville,100.0,0.0,0.0,0.0,0.0
MN,Milaca,96.1,0.4,1.4,0.3,0.6
MN,Milan,72.1,0.0,1.1,1.1,4.3
MN,Millerville,99.1,0.0,0.0,0.0,0.0
MN,Millville,100.0,0.0,0.0,0.0,2.2
MN,Milroy,98.4,0.0,0.0,1.2,0.8
MN,Miltona,99.3,0.2,0.2,0.0,1.2
MN,Minneapolis,63.8,18.6,2.0,5.6,10.5
MN,Minneiska,98.2,0.0,0.0,0.9,0.9
MN,Minneota,95.8,0.2,0.1,0.3,6.7
MN,Minnesota City,99.5,0.0,0.5,0.0,0.5
MN,Minnesota Lake,98.8,0.4,0.0,0.0,2.9
MN,Minnetonka,90.0,3.7,0.3,3.1,2.4
MN,Minnetonka Beach,99.3,0.0,0.0,0.4,0.6
MN,Minnetrista,96.3,0.7,0.1,1.6,1.8
MN,Mizpah,98.2,0.0,0.0,1.8,0.0
MN,Montevideo,92.0,0.6,0.7,0.5,8.4
MN,Montgomery,94.4,0.2,0.6,0.4,6.4
MN,Monticello,92.6,1.5,0.5,1.0,5.4
MN,Montrose,95.2,0.6,0.2,0.9,3.0
MN,Moorhead,90.7,2.0,1.5,2.0,4.1
MN,Moose Lake,79.2,14.4,3.7,0.9,4.0
MN,Mora,96.1,0.8,0.7,0.3,2.2
MN,Morgan,94.8,0.0,2.5,0.2,2.8
MN,Morris,90.9,1.3,1.5,2.5,3.2
MN,Morristown,96.3,0.6,0.0,0.2,3.6
MN,Morton,86.4,0.0,8.0,1.0,2.9
MN,Motley,94.5,0.1,0.4,0.0,4.3
MN,Mound,95.8,0.9,0.3,1.3,1.8
MN,Mounds View,81.3,5.5,0.8,7.0,5.0
MN,Mountain Iron,96.8,0.3,0.7,0.2,0.6
MN,Mountain Lake,82.8,0.8,0.2,10.3,10.7
MN,Murdock,95.0,0.0,0.0,0.0,7.2
MN,Myrtle,100.0,0.0,0.0,0.0,16.7
MN,Nashua,100.0,0.0,0.0,0.0,14.7
MN,Nashwauk,96.4,0.0,0.9,0.1,0.8
MN,Nassau,100.0,0.0,0.0,0.0,0.0
MN,Naytahwaush,3.1,0.0,93.4,0.0,2.1
MN,Nelson,98.9,0.0,1.1,0.0,0.5
MN,Nerstrand,96.9,0.0,0.3,0.7,3.1
MN,Nett Lake,4.2,0.4,93.3,0.0,1.4
MN,Nevis,95.6,0.3,1.0,0.0,0.5
MN,New Auburn,91.4,0.0,0.0,0.0,12.5
MN,New Brighton,81.9,6.6,0.4,6.1,4.4
MN,Newfolden,97.0,0.3,2.2,0.0,0.0
MN,New Germany,96.0,0.0,0.0,0.3,7.3
MN,New Hope,74.5,14.7,0.4,3.8,6.5
MN,New London,98.7,0.0,0.2,0.1,2.7
MN,New Munich,100.0,0.0,0.0,0.0,0.0
MN,Newport,85.0,5.0,0.7,3.8,6.4
MN,New Prague,96.5,0.5,0.3,0.6,1.9
MN,New Richland,97.1,1.0,0.1,0.2,3.4
MN,New Trier,97.3,0.9,0.9,0.0,0.0
MN,New Ulm,97.8,0.3,0.1,0.7,1.8
MN,New York Mills,94.8,0.3,1.8,0.0,1.8
MN,Nicollet,98.4,0.2,0.0,0.2,3.4
MN,Nielsville,93.3,0.0,0.0,0.0,23.3
MN,Nimrod,100.0,0.0,0.0,0.0,0.0
MN,Nisswa,97.7,0.4,0.7,0.6,0.5
MN,Norcross,74.3,0.0,1.4,0.0,25.7
MN,North Branch,96.6,0.5,0.4,0.8,1.9
MN,Northfield,88.8,1.3,0.2,3.5,8.4
MN,North Mankato,93.9,2.1,0.2,1.7,3.0
MN,North Oaks,93.0,0.4,0.2,5.2,1.2
MN,Northome,97.0,0.0,1.0,0.0,0.0
MN,Northrop,96.9,0.0,0.0,3.1,0.0
MN,North St. Paul,81.2,7.0,0.6,6.6,4.9
MN,Norwood Young America,95.2,0.4,0.2,0.5,4.1
MN,Nowthen,96.2,0.9,0.5,1.3,1.0
MN,Oakdale,81.4,6.0,0.4,8.2,4.3
MN,Oak Grove,95.8,0.5,0.3,1.9,1.2
MN,Oak Park Heights,89.8,4.5,1.6,2.0,3.0
MN,Oakport,98.2,0.4,0.4,0.0,1.2
MN,Odessa,100.0,0.0,0.0,0.0,3.0
MN,Odin,96.2,0.0,0.0,3.8,2.8
MN,Ogema,38.6,0.0,46.2,0.0,3.3
MN,Ogilvie,98.9,0.0,0.3,0.0,0.3
MN,Okabena,92.6,1.1,1.1,0.5,4.8
MN,Oklee,88.3,0.0,9.0,0.2,0.7
MN,Olivia,93.9,1.0,0.4,0.2,8.3
MN,Onamia,83.0,2.3,9.9,0.7,1.7
MN,Ormsby,91.6,0.0,7.6,0.0,1.5
MN,Orono,96.5,0.4,0.2,1.1,1.7
MN,Oronoco,95.2,0.2,0.2,3.0,0.5
MN,Orr,80.9,0.0,18.4,0.0,0.0
MN,Ortonville,97.0,0.3,0.6,0.1,1.0
MN,Osage,96.6,0.0,3.4,0.0,1.2
MN,Osakis,98.3,0.3,0.2,0.3,0.7
MN,Oslo,83.3,0.0,1.8,0.3,20.3
MN,Osseo,90.3,4.2,0.5,1.4,3.6
MN,Ostrander,98.0,0.0,0.0,0.0,0.8
MN,Otsego,93.2,1.8,0.4,1.8,2.4
MN,Ottertail,99.0,0.0,0.2,0.0,0.9
MN,Owatonna,91.2,3.8,0.3,0.9,7.3
MN,Palisade,92.2,0.6,6.6,0.0,0.6
MN,Parkers Prairie,99.2,0.4,0.1,0.0,0.4
MN,Park Rapids,94.1,0.4,2.3,0.1,3.7
MN,Paynesville,97.0,0.5,0.1,0.4,2.2
MN,Pease,97.9,0.0,0.0,0.8,1.7
MN,Pelican Rapids,74.1,5.8,0.9,3.2,31.5
MN,Pemberton,98.0,0.0,0.0,0.4,3.2
MN,Pennock,91.5,0.0,0.0,1.4,16.9
MN,Pequot Lakes,97.3,0.4,0.8,0.6,1.1
MN,Perham,94.1,1.1,0.5,0.5,4.8
MN,Perley,93.5,0.0,1.1,0.0,7.6
MN,Peterson,99.5,0.0,0.5,0.0,1.0
MN,Pierz,98.6,0.0,0.1,0.2,0.6
MN,Pillager,96.8,0.2,1.3,0.0,1.3
MN,Pine Bend,17.9,0.0,75.0,0.0,0.0
MN,Pine City,95.6,0.3,1.5,0.7,1.2
MN,Pine Island,96.6,0.9,0.1,0.8,1.7
MN,Pine Point,3.8,0.0,95.0,0.0,1.2
MN,Pine River,96.5,0.1,1.2,0.4,1.5
MN,Pine Springs,89.5,3.2,0.0,4.7,2.9
MN,Pipestone,90.2,0.9,1.9,1.1,5.2
MN,Plainview,94.9,0.2,0.1,0.3,7.8
MN,Plato,98.1,0.0,0.3,0.6,0.9
MN,Plummer,96.2,0.0,1.7,0.0,3.1
MN,Plymouth,84.2,5.2,0.3,6.9,3.0
MN,Ponemah,0.6,0.3,98.8,0.0,0.4
MN,Porter,99.5,0.0,0.0,0.5,1.1
MN,Preston,98.3,0.2,0.2,0.2,0.6
MN,Princeton,96.5,0.4,0.7,0.3,1.7
MN,Prinsburg,97.4,1.2,0.0,0.4,1.2
MN,Prior Lake,91.0,1.5,1.6,3.0,2.1
MN,Proctor,96.8,0.2,1.1,0.4,1.2
MN,Quamba,99.2,0.0,0.8,0.0,2.4
MN,Racine,98.9,0.2,0.0,0.0,1.4
MN,Ramsey,91.8,2.8,0.4,2.4,2.4
MN,Randall,97.2,0.6,0.2,0.0,1.1
MN,Randolph,98.4,0.0,0.0,0.2,1.8
MN,Ranier,98.6,0.0,0.0,0.7,1.4
MN,Raymond,97.1,0.4,0.1,0.0,4.7
MN,Redby,1.4,0.0,97.2,0.2,1.7
MN,Red Lake,1.0,0.2,97.7,0.0,1.0
MN,Red Lake Falls,96.1,0.4,0.5,0.0,4.1
MN,Red Wing,91.5,1.9,2.2,0.8,3.7
MN,Redwood Falls,87.8,0.6,6.6,0.7,3.3
MN,Regal,100.0,0.0,0.0,0.0,0.0
MN,Remer,96.8,0.0,1.9,0.0,1.6
MN,Renville,96.8,0.1,0.2,0.3,18.2
MN,Revere,91.6,4.2,3.2,1.1,3.2
MN,Rice,97.3,0.2,0.2,0.1,0.7
MN,Rice Lake,11.5,0.0,84.3,0.0,4.7
MN,Richfield,69.8,9.2,0.8,6.1,18.3
MN,Richmond,98.0,0.1,0.0,0.6,1.8
MN,Richville,96.9,0.0,1.0,0.0,1.0
MN,Riverland,4.3,0.7,90.6,0.0,4.3
MN,Riverton,98.3,0.0,1.7,0.0,0.9
MN,Robbinsdale,76.5,13.8,0.5,3.3,4.6
MN,Rochester,82.0,6.3,0.3,6.8,5.2
MN,Rock Creek,97.0,0.4,0.7,0.6,1.1
MN,Rockford,94.1,1.0,0.5,1.3,1.9
MN,Rockville,91.9,0.3,0.2,0.2,9.3
MN,Rogers,91.3,2.4,0.1,3.5,1.9
MN,Rollingstone,98.6,0.0,0.3,0.9,0.8
MN,Ronneby,100.0,0.0,0.0,0.0,0.0
MN,Roosevelt,97.4,0.0,2.0,0.0,1.3
MN,Roscoe,100.0,0.0,0.0,0.0,0.0
MN,Roseau,97.6,0.3,0.6,0.4,1.1
MN,Rose Creek,97.2,0.0,0.3,0.0,2.0
MN,Rosemount,87.3,3.0,0.4,5.6,3.1
MN,Roseville,81.3,6.2,0.5,7.3,4.6
MN,Rothsay,98.8,0.0,0.8,0.4,0.2
MN,Round Lake,99.5,0.3,0.0,0.0,3.2
MN,Royalton,99.0,0.0,0.0,0.4,0.9
MN,Roy Lake,75.0,0.0,25.0,0.0,0.0
MN,Rush City,80.5,13.2,4.0,1.3,2.5
MN,Rushford,98.7,0.0,0.1,0.3,0.8
MN,Rushford Village,99.0,0.1,0.0,0.1,0.6
MN,Rushmore,90.6,0.9,0.0,3.8,9.6
MN,Russell,98.5,1.2,0.3,0.0,0.6
MN,Ruthton,99.2,0.0,0.0,0.0,0.8
MN,Rutledge,96.9,1.3,0.9,0.0,0.4
MN,Sabin,97.7,0.0,0.2,0.0,2.5
MN,Sacred Heart,98.5,0.2,0.9,0.0,9.1
MN,St. Anthony,85.1,5.0,0.6,5.9,2.9
MN,St. Anthony,98.8,0.0,0.0,0.0,1.2
MN,St. Augusta,97.4,0.5,0.1,0.7,0.6
MN,St. Bonifacius,94.2,1.9,0.1,1.8,3.2
MN,St. Charles,91.8,0.6,0.3,2.5,8.8
MN,St. Clair,97.1,1.2,0.1,0.0,3.1
MN,St. Cloud,84.6,7.8,0.7,3.7,2.4
MN,St. Francis,95.9,0.6,0.4,0.8,1.4
MN,St. Hilaire,97.8,0.0,1.1,0.0,1.4
MN,St. James,81.8,0.7,0.9,0.6,31.0
MN,St. Joseph,93.7,1.1,0.2,2.4,1.9
MN,St. Leo,98.0,0.0,0.0,0.0,5.0
MN,St. Louis Park,83.3,7.5,0.5,3.8,4.3
MN,St. Martin,98.1,0.0,0.0,0.0,3.2
MN,St. Marys Point,98.6,0.0,0.3,0.5,0.3
MN,St. Michael,93.3,1.9,0.2,2.4,1.9
MN,St. Paul,60.1,15.7,1.1,15.0,9.6
MN,St. Paul Park,88.5,3.3,0.5,3.7,6.3
MN,St. Peter,90.1,3.3,0.6,1.6,6.4
MN,St. Rosa,100.0,0.0,0.0,0.0,0.0
MN,St. Stephen,99.1,0.0,0.1,0.0,0.7
MN,St. Vincent,98.4,0.0,1.6,0.0,6.3
MN,Sanborn,99.4,0.0,0.0,0.0,3.2
MN,Sandstone,71.5,15.5,5.7,0.6,11.0
MN,Sargeant,96.7,0.0,0.0,1.6,0.0
MN,Sartell,95.5,0.9,0.2,1.5,1.4
MN,Sauk Centre,95.6,0.8,0.1,0.3,4.4
MN,Sauk Rapids,94.9,1.2,0.5,1.2,1.8
MN,Savage,82.6,4.3,0.4,8.4,3.4
MN,Scandia,97.2,0.1,0.4,1.0,1.3
MN,Scanlon,92.1,0.4,3.3,1.1,1.3
MN,Seaforth,100.0,0.0,0.0,0.0,2.3
MN,Searles,100.0,0.0,0.0,0.0,0.0
MN,Sebeka,97.9,0.4,0.1,0.0,0.8
MN,Sedan,100.0,0.0,0.0,0.0,0.0
MN,Shafer,96.4,0.5,0.3,0.2,2.0
MN,Shakopee,77.0,4.3,1.2,10.3,7.8
MN,Shelly,94.2,0.0,3.1,0.5,8.9
MN,Sherburn,98.7,0.0,0.0,0.3,0.7
MN,Shevlin,89.8,0.0,2.3,0.0,2.8
MN,Shoreview,87.4,2.2,0.4,7.2,2.2
MN,Shorewood,95.8,0.8,0.3,1.4,1.7
MN,Silver Bay,97.9,0.2,0.3,0.3,0.9
MN,Silver Creek,99.6,0.0,0.4,0.0,0.8
MN,Silver Lake,99.4,0.0,0.0,0.2,1.4
MN,Skyline,98.6,0.0,0.0,0.3,3.1
MN,Slayton,98.0,0.3,0.1,0.2,1.2
MN,Sleepy Eye,94.3,0.0,0.1,0.9,13.0
MN,Sobieski,100.0,0.0,0.0,0.0,0.0
MN,Solway,96.9,0.0,0.0,0.0,0.0
MN,Soudan,96.2,1.6,0.9,0.9,0.4
MN,South End,4.0,0.0,96.0,0.0,0.0
MN,South Haven,93.6,0.5,1.1,0.5,4.8
MN,South St. Paul,85.3,3.9,0.8,1.2,12.2
MN,Spicer,98.2,0.1,0.4,0.2,4.1
MN,Springfield,97.8,0.2,0.2,0.4,4.6
MN,Spring Grove,97.8,0.7,0.1,0.6,1.0
MN,Spring Hill,100.0,0.0,0.0,0.0,0.0
MN,Spring Lake Park,83.7,3.8,0.9,5.1,5.9
MN,Spring Park,94.1,2.0,0.1,2.6,1.4
MN,Spring Valley,97.6,0.6,0.1,0.5,0.7
MN,Squaw Lake,46.7,0.0,51.4,0.9,0.0
MN,Stacy,94.4,0.8,0.3,1.4,1.7
MN,Stanchfield,99.2,0.0,0.0,0.8,0.0
MN,Staples,95.9,0.5,0.9,0.7,1.5
MN,Starbuck,97.3,0.3,0.3,0.0,1.3
MN,Steen,90.0,0.0,2.8,1.1,0.6
MN,Stephen,97.9,0.0,0.2,0.0,10.0
MN,Stewart,97.4,0.0,0.0,0.2,4.2
MN,Stewartville,97.5,0.5,0.2,0.5,1.5
MN,Stillwater,95.1,1.0,0.4,1.1,1.9
MN,Stockton,95.8,0.7,0.0,2.4,1.7
MN,Storden,96.8,1.4,0.0,0.0,0.9
MN,Strandquist,95.7,0.0,1.4,0.0,4.3
MN,Strathcona,88.6,0.0,0.0,0.0,0.0
MN,Sturgeon Lake,96.6,0.0,0.0,0.5,1.8
MN,Sunburg,99.0,0.0,0.0,0.0,0.0
MN,Sunfish Lake,94.4,1.2,0.0,2.3,4.8
MN,Swanville,98.3,0.3,0.3,0.6,1.4
MN,Taconite,90.8,1.1,1.9,0.0,1.1
MN,Tamarack,97.9,0.0,1.1,0.0,0.0
MN,Taopi,100.0,0.0,0.0,0.0,0.0
MN,Taunton,100.0,0.0,0.0,0.0,0.0
MN,Taylors Falls,94.4,0.6,0.7,2.5,0.5
MN,Tenney,100.0,0.0,0.0,0.0,0.0
MN,Tenstrike,95.0,0.0,3.5,0.0,0.0
MN,The Lakes,99.6,0.0,0.1,0.0,0.7
MN,The Ranch,11.1,0.0,88.9,0.0,0.0
MN,Thief River Falls,92.0,2.1,1.9,0.7,3.2
MN,Thomson,96.9,0.0,1.3,0.6,0.0
MN,Tintah,98.4,0.0,0.0,0.0,0.0
MN,Tonka Bay,97.6,0.8,0.1,0.7,0.9
MN,Tower,94.6,0.0,2.4,0.6,1.2
MN,Tracy,86.5,0.1,0.3,9.7,5.4
MN,Trail,100.0,0.0,0.0,0.0,0.0
MN,Trimont,97.9,0.1,0.3,0.3,0.8
MN,Trommald,96.9,0.0,2.0,0.0,1.0
MN,Trosky,95.3,0.0,1.2,3.5,0.0
MN,Truman,97.6,0.2,0.2,0.6,2.4
MN,Turtle River,98.7,0.0,1.3,0.0,0.0
MN,Twin Lakes,97.4,0.0,0.0,0.0,2.0
MN,Twin Lakes,25.5,0.0,65.8,0.0,0.7
MN,Twin Valley,94.4,0.0,3.2,0.0,2.1
MN,Two Harbors,97.2,0.2,0.6,0.2,1.0
MN,Tyler,96.9,0.3,0.3,0.2,2.4
MN,Ulen,93.1,0.4,3.7,0.2,0.5
MN,Underwood,99.4,0.3,0.0,0.0,0.6
MN,Upsala,95.6,0.9,0.7,0.5,4.0
MN,Urbank,100.0,0.0,0.0,0.0,0.0
MN,Utica,95.9,0.0,1.7,0.0,3.4
MN,Vadnais Heights,84.9,3.6,0.5,7.6,2.8
MN,Vergas,99.1,0.3,0.0,0.0,0.3
MN,Vermillion,96.4,0.2,0.0,1.4,0.2
MN,Verndale,94.4,0.0,1.0,0.2,2.7
MN,Vernon Center,98.8,0.9,0.0,0.0,1.8
MN,Vesta,94.7,0.9,0.6,1.9,0.0
MN,Victoria,95.6,0.5,0.1,2.0,2.0
MN,Viking,96.2,0.0,0.0,0.0,1.9
MN,Villard,95.7,0.0,2.0,0.8,0.4
MN,Vineland,9.9,0.6,86.0,0.0,1.8
MN,Vining,91.0,0.0,0.0,0.0,1.3
MN,Virginia,91.7,1.6,3.0,0.5,1.5
MN,Wabasha,96.2,0.8,0.4,0.2,2.3
MN,Wabasso,97.4,0.7,0.3,0.4,3.0
MN,Waconia,95.7,1.1,0.3,1.1,2.5
MN,Wadena,95.6,1.6,0.3,0.4,1.4
MN,Wahkon,95.1,0.0,2.4,0.5,1.0
MN,Waite Park,83.6,6.6,0.7,3.6,4.5
MN,Waldorf,99.6,0.0,0.0,0.4,0.0
MN,Walker,88.0,0.0,7.2,1.1,1.3
MN,Walnut Grove,63.4,0.0,0.5,35.0,2.1
MN,Walters,98.6,0.0,0.0,0.0,1.4
MN,Waltham,97.4,0.0,0.0,0.7,2.0
MN,Wanamingo,97.6,1.7,0.0,0.1,1.1
MN,Wanda,100.0,0.0,0.0,0.0,0.0
MN,Warba,97.2,0.0,2.8,0.0,0.0
MN,Warren,97.2,0.4,0.3,0.3,2.6
MN,Warroad,83.3,0.1,5.7,8.5,1.0
MN,Warsaw,96.8,0.2,0.0,0.5,0.3
MN,Waseca,89.0,3.7,1.5,1.0,9.0
MN,Watertown,95.8,0.3,0.4,0.8,1.7
MN,Waterville,96.9,0.4,1.0,0.3,1.8
MN,Watkins,98.8,0.5,0.2,0.2,0.4
MN,Watson,98.5,0.0,0.0,0.0,1.5
MN,Waubun,46.0,0.3,33.3,0.3,2.0
MN,Waverly,97.3,0.5,0.4,0.8,1.3
MN,Wayzata,92.5,3.0,0.4,1.3,3.6
MN,Welcome,99.9,0.1,0.0,0.0,2.9
MN,Wells,96.9,0.2,0.2,0.8,7.3
MN,Wendell,100.0,0.0,0.0,0.0,0.6
MN,Westbrook,97.7,0.0,0.4,0.9,2.2
MN,West Concord,93.0,0.1,0.5,0.0,8.1
MN,Westport,80.7,3.5,0.0,0.0,15.8
MN,West Roy Lake,10.8,0.0,83.8,0.0,0.0
MN,West St. Paul,78.0,6.0,0.9,2.2,19.5
MN,West Union,99.1,0.0,0.0,0.0,0.0
MN,Whalan,100.0,0.0,0.0,0.0,0.0
MN,Wheaton,97.4,0.6,0.7,0.1,1.5
MN,Whipholt,98.0,0.0,2.0,0.0,0.0
MN,White Bear Lake,90.1,2.5,0.4,3.5,3.3
MN,White Earth,5.0,0.0,89.1,0.2,3.8
MN,Wilder,100.0,0.0,0.0,0.0,0.0
MN,Willernie,90.1,1.0,1.2,0.4,4.3
MN,Williams,95.3,1.0,0.5,2.6,0.5
MN,Willmar,86.9,4.8,0.5,0.6,20.9
MN,Willow River,95.7,0.2,1.4,0.0,2.2
MN,Wilmont,95.9,2.1,0.3,0.6,1.2
MN,Wilton,91.7,0.0,1.5,1.5,1.0
MN,Windom,92.1,1.4,0.3,1.2,8.0
MN,Winger,96.4,0.0,2.3,0.5,0.0
MN,Winnebago,95.5,0.1,0.6,0.1,7.5
MN,Winona,93.0,1.9,0.3,2.9,1.7
MN,Winsted,97.5,0.5,0.3,0.1,1.8
MN,Winthrop,93.4,0.5,0.7,0.5,7.4
MN,Winton,98.8,0.0,0.0,0.0,0.0
MN,Wolf Lake,96.5,0.0,0.0,0.0,0.0
MN,Wolverton,95.8,0.0,0.0,0.0,0.0
MN,Woodbury,81.4,5.6,0.3,9.1,3.8
MN,Wood Lake,92.5,0.0,4.6,0.0,7.5
MN,Woodland,98.2,0.2,0.0,0.5,2.3
MN,Woodstock,98.4,0.0,0.8,0.8,0.0
MN,Worthington,62.2,5.5,0.7,8.6,35.4
MN,Wrenshall,96.0,0.0,1.8,0.0,0.0
MN,Wright,97.6,0.0,0.8,0.8,0.0
MN,Wykoff,98.9,0.2,0.2,0.2,0.0
MN,Wyoming,96.6,0.4,0.4,0.9,1.7
MN,Zemple,93.5,0.0,5.4,0.0,0.0
MN,Zimmerman,95.4,1.0,0.7,0.9,1.9
MN,Zumbro Falls,93.7,1.0,0.0,0.0,0.5
MN,Zumbrota,95.8,0.7,0.5,0.7,1.6
MS,Abbeville,90.2,8.8,0.0,0.0,0.5
MS,Aberdeen,28.8,69.2,0.1,0.2,1.0
MS,Ackerman,57.3,41.5,0.1,0.1,0.3
MS,Alcorn State University,1.9,94.6,0.1,1.2,1.9
MS,Algoma,78.8,18.1,0.0,0.0,1.9
MS,Alligator,15.9,82.2,0.0,0.5,1.0
MS,Amory,69.5,29.0,0.2,0.2,1.4
MS,Anguilla,21.2,77.8,0.1,0.1,0.0
MS,Arcola,6.9,92.2,0.0,0.0,0.8
MS,Arnold Line,57.4,39.1,0.1,1.9,2.0
MS,Artesia,13.0,84.5,0.0,1.1,0.5
MS,Ashland,92.6,5.8,0.0,0.4,1.4
MS,Baldwyn,52.8,44.9,0.5,0.1,1.2
MS,Bassfield,59.1,37.8,0.0,0.0,2.8
MS,Batesville,51.8,45.2,0.3,0.6,2.0
MS,Bay St. Louis,82.7,12.7,0.3,1.2,3.6
MS,Bay Springs,40.1,58.1,0.0,0.5,0.8
MS,Beaumont,51.5,47.0,0.5,0.1,0.1
MS,Beauregard,58.0,40.2,0.0,0.0,2.8
MS,Beechwood,56.0,41.3,0.2,1.0,2.6
MS,Belmont,88.9,0.2,0.2,0.1,11.6
MS,Belzoni,22.7,75.4,0.3,0.6,1.3
MS,Benoit,17.8,82.2,0.0,0.0,0.8
MS,Bentonia,65.2,33.9,0.0,0.0,0.5
MS,Beulah,7.2,91.1,0.0,0.6,1.1
MS,Big Creek,90.9,5.2,1.3,0.6,1.3
MS,Big Point,97.1,1.3,0.8,0.0,1.1
MS,Biloxi,68.4,19.6,0.5,4.4,8.7
MS,Blue Mountain,78.8,17.7,0.1,0.5,2.2
MS,Blue Springs,95.2,1.8,1.8,0.4,2.6
MS,Bogue Chitto,5.2,2.3,89.6,0.0,1.6
MS,Bogue Chitto,44.8,53.6,0.0,0.2,1.1
MS,Bolton,26.3,73.4,0.0,0.0,0.2
MS,Booneville,77.0,20.3,0.3,0.2,1.9
MS,Boyle,48.3,47.8,0.6,0.0,3.1
MS,Brandon,80.6,16.9,0.2,1.0,1.6
MS,Braxton,92.9,1.1,0.5,0.0,1.1
MS,Bridgetown,96.3,1.7,0.5,0.5,1.0
MS,Brookhaven,43.8,54.1,0.1,0.7,0.9
MS,Brooksville,15.9,82.5,0.1,0.1,1.0
MS,Bruce,49.4,47.2,0.1,0.2,3.3
